Buyer,Country,Invoices,USD,GTIP,Description,Email,Website,Phone
LTD FASAD PROEKT,UKRAYNA,2,"$60,164",Profiller,ALÜMİNYUM }PROFİL,"dobrocompany2007@ukr.net, info@fasad-proekt.com.ua",https://fasad-proekt.com.ua/,"+380487963842, +380949308001, +380675566101, +380675563161, +380675176287, +380674862989, +380487364001, +3800949308001"
LINAK A/S,DANİMARKA,3,"$60,142",Profiller,"ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/",,,
METAL ELEMENT D.O.O,HIRVATİSTAN,1,"$60,142",Profiller,"ALÜMİNYUM PROFİL (BOYALI, İZOLASYONSUZ) | ALÜMİNYUM PROFİL (BOYALI, İZOLASYONSUZ)/ | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)",,,
THEIL HOLZVERBINDUNGSTECHNIK HERBER,AVUSTURYA,3,"$60,112",Profiller,ALUMİNYUM }PROFİL | BOYALI ALÜMİNYUM PRO-FİL,"theil@holzverbindungstechnik.at, ebay@holzverbindungstechnik.at, info@holzverbindungstechnik.com","https://holzverbindungstechnik.com/, https://parkettstufe.at/kontakt/, https://theil-modellbau.at/","+43723593081201, +43723593081, +43723593081400"
B.O.S. WINDOW COVERINGS LTD.,KANADA,4,"$60,100",Profiller,"9530 PRES ALÜMİNYUM PROFİL*9530 PRES ALÜ/MİNYUM PROFİL | 9530 PRES ALÜMİNYUM PROFİL,9787 PRES ALÜ/MİNYUM PROFİL | STANDART BOYALI ALÜMİNYUM PROFİL- RENKLİ BOYALI ALUMİNYUM PROFİL- MAT ELOKSALLI ALUMİNYUM PROFİL-PRESS ALUMİNYUM PROFİL",,,
VOSSLOH-SCHWABE SERBİA D.O.O.,SIRBİSTAN,2,"$59,995",Profiller,ALÜMİNYUM PROFİL ELO-KSALLI,"Olaf.Naumann@vso.vossloh-schwabe.com, Ulf.Hilsenberg@vossloh-schwabe.com, Olaf.Naumann@vossloh-schwabe.com, Ulf.Hilsenberg@vso.vossloh-schwabe.com, pbo@panasonic.rs, manufacturing.services@vossloh-schwabe.com, info.vsv@vossloh-schwabe.com, info@vossloh.com, info@ahk.rs","https://www.emis.com/php/company-profile/YU/Vossloh-schwabe_Serbia_DOO_en_8480750.html, https://www.vossloh.com/, https://www.vossloh-schwabe.rs","4999999999, 492351101173, 0358150100, 381358150100, 34934817070, 01628664495, 0411478878, 49718180020, 4971818002122, 029117055702, 06969379857, 0073349633, +4902392520, 381116967260, 3333333333, +381358150100, 3813581501"
ALPHA BAUTECHNIK GMBH,İSVİÇRE,6,"$59,949",Profiller,ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL (ELOKSALLI) [1962.00 AD/] | ALÜMİNYUM }PROFİL,,,
AALAM AL BEHAR IMPORT AND EXPORT CO.,ÜRDÜN,50,"$59,921",Profiller,"ALÜM.  H  FİTİL (10 MM) -NAT.ELOKSAL,ALÜ/M.  D  FİTİL (10 MM) -NAT.ELOKSAL | KANE2AT PR4BOFİLİ21 (ISICAML8AI) - PRES 62 ,5 MT,YAN DİKME PROFİLİ PRES 6,5 MT,KDS ÜST RAY PROFİLİ -PRES 6,5 MT,KDS ALT RAY PROFİLİ-EŞİKSİZ -PRES 6,5 MT,KDS YAN DİKME PROFİLİ -PRES 6,5 MT,KDS PANEL PROFİLİ -PRES,KDS ISI CAM ÇITASI -PRES,KDS DAYAMA PROFİLİ -PRES,KDS KIL FİTİL PROFİLİ -PRES,EŞİKLİ ALT RAY 5Lİ  -PRES,BAZA PROFİLİ (10 MM) -PRES,KANAT TUTMA PROFİ",info@aalamalbehar.com,https://aalamalbehar.com,"962798888421, 96265854321, 96279888842, 96265859020"
FAISC MIOTAIL EIREANN TEORANTA,İRLANDA,3,"$59,915",İçi boş profiller,,,,
MOHAMAD ABO RAS,SURIYE ARAP CUM. (SURIYE),3,"$59,856",Profiller,ALÜMİNYUM }PROFİL,,,
STE SKIM,TUNUS,3,"$59,844",İçi boş profiller,,,,
DJOKA - HEOOD,BULGARİSTAN,22,"$59,843",İçi boş profiller,"05,5 MM AL.ISICAM ÇITASI-0,20 MM-5 MT*0.06424,08,5 MM AL.ISICAM ÇITASI-0,20 MM-5 MT*0.0748,09,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.08096,10,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.07744,11,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.08008,13,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.0968,14,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.10032,15,5 MM AL.ISICAM ÇI | 09,E25 MM 4BAL.ISIC21AM ÇITAS8AI-0,20 MM-D2 -5 MT*0.08464,11,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.08372,12,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.10028,13,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.1012,14,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.10488,15,5 MM AL.ISICAM ÇITASI-0,22 MM-D-5 MT*0.11684,23,5 MM AL.ISICAM ÇITASI-0,30 MM-D-5 MT  *0.20516,10 MM BUT.AL. | 11,E25 MM 4BBÜKÜL21.AL.ISICA8AM ÇITASI 52  MT*0.138985,14,5 MM AL.ISICAM ÇITASI-0,20 MM-D-5 MT*0.1083,15,5 MM AL.ISICAM ÇITASI-0,22 MM-D-5 MT*0.12065,16 MM BUT.AL.ISICAM ÇITASI-0,22MM-5MT D*0.14155,14 MM BUT.AL.ISICAM ÇITASI-0,20MM-5MT D*0.12445 | 17,5 MM AL.ISICAM ÇITASI-5 MT-0,30 MM*0./16376",djoka.vlad@abv.bg,https://djoka.bg/,"+359876755572, 0876990097"
HB SYSTEME GMBH.,İSVİÇRE,4,"$59,823",İçi boş profiller,ALÜMİNYUM }PANEL,,,
STE ROMA LUM,FAS,1,"$59,712",Profiller,ALÜMİNYUM PROFİL(BOYASIZ/KAPLAMASIZ/İZOL/ASYONSUZ),,,
CELIK IS L.L.C,UMMAN,3,"$59,683",Profiller,MAT ELOKSALLI ALÜMİN-YUM PROFİL | PRES ALÜMİNYUM PROFİ-L,,,
WESEMANN GMBH,ALMANYA,5,"$59,618",İçi boş profiller,ALÜMİNYUM PROFİL PRE-S,,,
RODRIGO CUAHUTLE SALAZAR,MEKSİKA,6,"$59,609",Profiller,,,,
VIKNO CENTER LTD.,UKRAYNA,1,"$59,578",Çubuklar,XPRF.EXXX002*ALÜMİNYUM PROFİL ELOKSALLI/,info@viknocenter.com.ua,"https://okna.ua/en/viknocenter, https://vikno.net.ua/contact/, https://www.ua-region.com.ua/en/36706743, https://viknocenter.ua/","+380445030830, +380984421267, +380674432349, +380445662377, 5335978502, 5458322635, 0444551223, 0662293484, 0732459963, 0662459962, 0982459963, +380445661314, +00152404577, +07386300055, 0445661314, +081837651631, 4737073863, 3804456613, 4750818376, +380445027351, 0445027351, 0962962111, +011400771358, 0445030830, 0674432349, 0606986093, 4639860491, 4639860511, 4639860495"
PRODEX SH.P.K,KOSOVA,21,"$59,526",Profiller,ALM ESIK (}6 ADET),info@prodex-ks.com,https://prodex-ks.com/,"+38343700711, +383043700711, 3834370071"
FERALU,FRANSA,2,"$59,510",Profiller,"10 MM ALÜMİNYUM ÇITA,16 MM ALÜMİNYUM ÇIT/A | SAP.055.SD.7016 55 MM STANDART ANTRASİT /GRİ",,,
PROSAM-PRO SAM,BELÇİKA,4,"$59,509",Profiller,,,,
MEVIVASERVICE S.R.O,ÇEK CUMHURİYETİ,5,"$59,506",Profiller,T1798*ALÜM.PROFİL HA-M,,,
S.C. HILDEBRAND INTERNATIONAL S.R.L.,ROMANYA,4,"$59,382",Profiller,"AB1009-3308-5200-6000 AL. EŞİK-AS-MB-6 M,70MM ISI KOP.ESIK ATROGA(060-061)ASMB 6M | AB1009-3308-5200-6000 AL. EŞİK-AS-MB-6 M/ | AB1009-3308-5200-6000 AL. EŞİK-AS-MB-6 M/,AB1016-13155-SÜRME ALM. RAY-AS-MB-6 M | AB1021-13700-7401-412-413 EŞİK-AS-MB-6 M/,AB1015-7397-70-80-120ESIK-E6-EV1N-GRI-6M","alex@hildebrand.ro, info@hildebrand.ro",http://www.hildebrand.ro,"+40261848873, +40261827265, +40261848972, +40730107941"
BAUARENA TRADING SRL,ROMANYA,8,"$59,374",Profiller,"** ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ,KAĞ/IT KAPLANMAMIŞ,FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  **","bauarena@bauarena.eu, info@ealuminiu.ro","https://ealuminiu.ro, https://bauarena.eu","+40377912200, +48606285617"
KOPAL N.V.,BELÇİKA,4,"$59,373",Profiller,"ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/",,,
"CATI COMPANY 30 MT STREET NO:106/10, ERBIL / IRAQ",IRAK,2,"$59,365",Profiller,,,,
DECEUNINCK CHILE SPA,ŞİLİ,17,"$59,252",Profiller,/SLIDING ALUM SASH C-OUP (10 ADET) | ALU RAIL FOR (2000 A-DET),,,
XHEMAJL TRSHANI B.I.,KOSOVA,1,"$59,251",Profiller,,,,"901849900021, +8616621075894, 0429900000, 2424951736, 2487762573, 2487780570, 0201693321625, 5402016933, 38349422455"
QORMİ ALUMINIUM,MALTA,1,"$59,246",İçi boş profiller,RAL 9016 BOYALI ALÜMİNYUM PROFİL/TED:DEM/SAN ALÜMİNYUM SAN.VE TİC.LTD.ŞTİ. 1600678784,,,
LP TRADING GMBH,BOSNA-HERSEK,5,"$59,148",Profiller | İçi boş profiller,"** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2023/D1-05282  ** | ** ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLA/NMAMIŞ, FİTİLSİZ) 2024/D1-00898  ** | ** ALÜMİNYUM PROFİL -2023/D1-04469  ** | ** ALÜMİNYUM PROFİL -2023/D1-06168  ** | 107-00 - PRES*ALÜMİN-YUM PRES PROFİL | 290E2A65194B5-000*A21LÜM.PRF�8A�L ELOKSALL2 I,290A65195-002*ALÜM.PRFİL ELOKSALLI,290A65195-004*ALÜM.PRFİL ELOKSALLI,290A65195-006*ALÜM.PRFİL ELOKSALLI,290A65375-000*ALÜM.PRFİL ELOKSALLI,290A65375-001*ALÜM.PRFİL ELOKSALLI,290A65385-004*ALÜM.PRFİL ELOKSALLI,290A65385-010*ALÜM.PRFİL ELOKSALLI,290A65385-012*ALÜM.PRFİL ELOKSALLI,290A65395-002*ALÜM.PRFİL ELOKSALLI, | 290E2A65384B5-000*A21LÜM.PRF�8A�L ELOKSALL2 I,290A65385-002*ALÜM.PRFİL ELOKSALLI,290A65385-006*ALÜM.PRFİL ELOKSALLI,290A65385-008*ALÜM.PRFİL ELOKSALLI,290A65385-014*ALÜM.PRFİL ELOKSALLI,290A65395-000*ALÜM.PRFİL ELOKSALLI,290A65395-004*ALÜM.PRFİL ELOKSALLI,290A65365-000*ALÜM.PRFİL ELOKSALLI,290A65365-002*ALÜM.PRFİL ELOKSALLI | ALUMİNYUM }PROFİL | ALÜM.PRFİL ELOKSALLI- | ALÜMÜNYUM }PROFİL | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM ELOKSAL PROFİL (BOYASIZ, KAĞIT/ KAPLANMAMIŞ,FİTİLSİZ) [854.00 AD] | ALÜMİNYUM PRES PROFİ-L | ALÜMİNYUM PRES PROFİ-L (BOYASIZ) | ALÜMİNYUM PROFİL | ALÜMİNYUM PROFİL (5691,2 METREDİR =11301/ KGDUR) | ALÜMİNYUM PROFİL (BO-YALI) | ALÜMİNYUM PROFİL (BO-YASIZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) [10200.00 AD] | ALÜMİNYUM PROFİL (BOYALI, KAĞIT KAPLANMA/MIŞ,FİTİLSİZ) [7560.00 AD] | ALÜMİNYUM PROFİL (BOYASIZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANM/AMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, KAĞIT KAPLANMAMIŞ,FİTİLSİZ) | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ) | ALÜMİNYUM PROFİL (BOYASIZ, İZOLASYONSUZ)/ | ALÜMİNYUM PROFİL (EL-OKSALLI) | ALÜMİNYUM PROFİL (ELOKSALLI) | ALÜMİNYUM PROFİL (ELOKSALLI) [22.00 AD]/ | ALÜMİNYUM PROFİL PRE-S | ALÜMİNYUM PROFİL PRES ((175,45 METRE: 41/1 KG. / 3.099 ADET: 3.702 KG.) | ALÜMİNYUM PROFİL PRES (3466 ADETTİR.)/ | ALÜMİNYUM PROFİL PRES (4432 ADETTİR.)/ | ALÜMİNYUM PROFİL PRES (9999,42 METREDİR./) | ALÜMİNYUM PROFİL(1.1-08 ADET) | ALÜMİNYUM }PROFİL | MEKANİK İŞLEMELİ ALÜMİNYUM PROFİL PRES- BOYALI (1633 ADET-4697 KİLODUR..),ALÜMİNYUM PROFİL PRES | T2124*ALÜM.PROFİL Sİ-YAH ELOKSALLI | T2133.*ALÜM.PROFİL B-OYALI | T2174*ALÜM.PROFİL HA-M | T2174.*ALÜM.PROFİL B-OYALI | T2259*ALÜM.PROFİL HA-M | T2343*ALÜM. PROFİL E-LOKSALLI | İÇİ BOŞ ALÜMİNYUM PROFİL(314 ADET)/",office@lp-trading.com,https://www.lp-trading.com/,+43|6212|303 20-0
PLANA POSA S.R.L,İTALYA,3,"$59,122",İçi boş profiller,ALUMINYUM PROFIL / B-OYASIZ,,,
DIEYE PROSPERE,SENEGAL,1,"$59,002",Profiller,ARY000000000000304*GÜNEŞ KIRICI (PERGOLA/),,,
ALFORAT CONSTRUCTION COMPANY,LİBYA,5,"$58,995",Profiller,KÜPEŞTE BORU PROFİLLERİ,"contact@alfuratco.com, info@alfuratae.com","https://alfuratco.com/our-services/, https://alfuratae.com/contact-us/","0762366288, 0683739623933, 0096612670190, 0096614831408, 0096655490377, 00180389396, 2047667016, 2934893445, 4180683739, +971526609915, 2644536267"
EAST COAST ATLANTIC LLC,BIRLEŞIK DEVLETLER,42,"$58,944",Profiller | İçi boş profiller,,,,
SARL AMMARI STORES,CEZAYİR,2,"$58,931",Profiller,ALÜMİNYUM TENTE PROFİLİ,,,
BAT PECSI DOHANYGYAR KFT,MACARİSTAN,5,"$58,925",Profiller | İçi boş profiller,,,,
POLLMEİER-PV MOUNTİNG SYSTEMS GMBH,ALMANYA,11,"$58,886",Profiller,ALM.PROFİL},,,
DİSİGN UG,ALMANYA,10,"$58,874",İçi boş profiller,ALUMINIUM  PROFİLES | ALUMINIUM }PROFILES,,,
EUROSTIL CONSTRUCT SRL,MOLDOVA,6,"$58,870",Profiller,ALÜMİNYUM }PROFİL,,,
HUPPE S.R.O.,ÇEK CUMHURİYETİ,86,"$58,846",Profiller | İçi boş profiller,DUŞ KABINI AKSAMI/AL-UMİNYUM PROFİL | DUŞ KABINI AKSAMI/ALUMİNYUM PROFİL | DUŞ KABINI} AKSAMI,,,
BECKER-TECH,ALMANYA,1,"$58,792",,,,,
COMPTOIR TUNISIEN D ALUMINIUM (COTAL),TUNUS,7,"$58,748",Profiller,ALÜMİNYUM }PROFİL,,,
K. PARALİK METAL İŞLERİ LTD.,KUZEY KIBRIS TÜRK CUMHURİYETİ,5,"$58,669",Profiller,SÜPÜRGELİK},,,
HUDEK ZAGREB D.O.O,HIRVATİSTAN,9,"$58,636",Profiller,ALÜMİNYUM PROFİL,,,
HÜSEYİN ARZU BAKI SEHERI,AZERBEYCAN-NAHÇIVAN,1,"$58,596",,"350 ÜST/ST.BKM/BEYAZ/ASAS/7 M,350 ÖN/ST.BKM/BEYAZ/ASAS/7 M,350 ÜST/ST.BKM/A.MEŞE/ASAS/7,1 M,350 ÖN/ST.BKM/A.MEŞE/ASAS/7,1 M,350 ÜST/ST.BKM/ANT.GRİ/ASAS/7 M,350 ÖN/ST.BKM/ANT.GRİ/ASAS/7 M,300 ÜST/ST.BKM/ANT.GRİ/ASAS/7 M,300 ÖN/ST.BKM/ANT.GRİ/ASAS/7 M,300 ÜST/ST.BKM/BEYAZ/ASAS/4 M,300 ÖN/ST.BKM/BEYAZ/ASAS/4 M,300 ÜST/ST.BKM/BEYAZ/ASAS/6 M,300 ÖN/ST.B",,,
SVENSKA JALUSI AB,İSVEÇ,3,"$58,530",İçi boş profiller,ELOKSALLI ALM.PROFIL ELOKSAL // / AK-M5 /MAT NATUREL // AK-M5 // 10 MİK,,,
SIMO ALU SERVICE KFT.,MACARİSTAN,6,"$58,492",Profiller,50 MM MERDİVEN BURUN PRO. MAT ELOKSALLİ /SİYAH B.,,,
"""TAMINOTI SARBAND LLC""",TACİKİSTAN,7,"$58,480",Profiller,,,,
FERROLINE D.O.O EDB PIB:11503390,SIRBİSTAN,10,"$58,478",Profiller,,"ferroline04@gmail.com, info@cubeteam.com",,"760429900000, 089795882321, 5308979588"
LOTUS GAZ INVEST LLC REBUPLIC OF UZBEKISTAN,ÖZBEKİSTAN,6,"$58,458",Profiller,,,,
ARSENAL GROUP LTD MMC.,AZERBEYCAN-NAHÇIVAN,6,"$58,361",Profiller,"SÜE2PÜRG4BELİK A21LM.,YATAY8A L PROFİL,2 YATAY U PROFİL,ALM. ÇİFTLİ ALT-ÜST RAY,T MODEL MİNİ SÜPÜRGELİK+",,,
LLC TIJORAT SERVICE,TACİKİSTAN,1,"$58,317",Profiller,"002E20683.4B49.7T1621.7*GLAZIN8AG BEAD 26.32 MM,0303610.49.7T16.7*GLAZING BEAD 20.2MM,0303617.49.7T16.7*GLAZING BEAD 41.2MM,0340536.49.7T16.7*COVERING PROFILE 14.3MM,0340537.49.7T16.7*COVERING PROFILE 17.3MM,4060336.49.7T16.7*FINISHING PROFILE,0342534.00.7*PRESSURE PLATE,4060366.49.7T16.3*COVERING PROFILE,0303615.49.7T16.7*GLAZING BEAD 35.2MM | 0061360.79.3M31.7*CL-IP OUTER FRAME | 008E20525.4B49.7T1621.7*FRAME 8APROFILE 77M2 M,0080544.49.7T16.7*PROFILE 102MM,4060337.49.7T16.3*COVERING PROF+ILE,0060336.79.9M03.7*FINISHING PROFILE | 0114633.--.7*RAIL,4060341.04.7*SYNTHETIC/ MEETING SECTION | 0303609.49.7T16.7*GL-AZING BEAD 17.2MM | 030E23606.4B49.7T1621.7*GLAZIN8AG BEAD 8.2M2 M,0303607.49.7T16.7*GLAZING BEAD 11.2MM,4060319.04.7*SYNTHETIC PROFILE OUTER FRAME,4060320.04.4*SYNTHETIC PROFILE OUTER FRAME,4060322.04.7*SYNTHETIC PROFILE OUTER FRAME,4060342.49.7T16.7*COVERING PROFILE,4060344.04.7*PROFILE SYNTHETIC,1303644.49.7T16.7*GLAZING BEAD 2.2MM,4060095.49.7T16.7*COVERING PROFILE,4060332. | 030E23609.4B49.7T1621.7*GLAZIN8AG BEAD 17.22 MM,0303612.49.7T16.7*GLAZING BEAD 26.2MM,0303614.49.7T16.7*GLAZING BEAD 32.2MM,4060363.49.7T16.7*COVERING PROFILE,4080833.00.7*COVERING PROFILE,4060366.49.7T16.3*COVERING PROFILE,4060369.49.7T16.7*COVERING PROFILE,0342014.79.3M31.7*COVERING PROFILE OUTER CORNER VERTICAL | 034E20074.4B04.7*IN21SULATOR 28A8.2MM,034052 82.04.7*FILLING PROFILE SYNTHETIC MATERIAL,0343017.00.7*PRESSURE +PLATE 150° | 034E20112.4B49.7T1621.7*CONNEC8ATION PROFIL2 E,0342506.49.7T16.5*SUSPENSION PROFILE 163.15MM,4080183.49.7T16.7+*OUTER FRAME 60MM | 0L25252.00.6*L-PROFI-LE 25X25X2MM | 4060303.49.7T16.7*OUTER FRAME TOP,034352/7.49.7T16.7*TRANSOM 151.35MM | 4060330.49.7T16.5,5*MEETING SECTION,0061/302.79.3M31.4,8*OUTER FRAME TOP | 4060331.04.7*SYNTHETIC MEETING SECTION,0/061306.79.3M31.4*OUTER FRAME SIDE | 406E20305.4B49.7T1621.7*OUTER 8AFRAME BOTTO2 M,4060325.49.7T16.3*OUTER FRAME SIDE,4060335.49.7T16.7*MEETING SECTION,4060346.49.7T16.7*OUTER FRAME SIDE,4080869.49.7T16.6*OUTER FRAME OUTWARD OPENING 68.5MM,0342506.49.7T16.5*SUSPENSION PROFILE 163.15MM,4060327.49.7T16.3*OUTER FRAME SIDE,4080014.49.7T16.7*VENT OUTWARD OPENING 104.5MM,4080029.49.7T16.7*CONNECTION | 406E20312.4B49.7T1621.4*OUTER 8AFRAME BOTTO2 M,4060323.49.7T16.4*OUTER FRAME TOP,4060324.04.7*SYNTHETIC PROFILE OUTER FRAME,1080120.--.7*TRANSOM-MULLION 89MM,1080183.--.7*OUTER FRAME 64MM,1081874.17.6*FLOOR PROFILE OUTWARD OPENING,4060094.00.7*REINFORCEMENT PROFILE,4060325.49.7T16.3*OUTER FRAME SIDE,4060326.04.7*SYNTHETIC PROFILE OUTER FRAME,0061306.79.3M31. | 406E20345.4B49.7T1621.5*OUTER 8AFRAME SIDE,2 4060997.49.7T16.4*MEETING STYLE 4 DOORS,0061332.79.3M31.7*MEETING+ SECTION,0342506.49.7T16.5*SUSPENSION PROFILE 163.15MM | 408E21024.4B04.7*SI21LL,4083188A0.49.7T16.72 *CONNECTION PROFILE 180 MM,4080113.49.7T16.7*TRANSOM-MULLION 80MM,4080125.49.7T16.7*OUTER FRAME 80MM,4080192.79.3M31.5*VENT 92MM,4080825.79.3M31.7*OUTER FRAME CURTAIN WALL,0062340.79.3M31.4,8*VENT 102MM",,,
TOP ALU,FRANSA,1,"$58,250",Profiller,"AG BALKON
CAMLAMA
PROFİL VE
AKSESUARLARI/-ALUMINYUM
PROFIL",,,
COMPTOIR NATIONAL DE DISTRIBUTION,TUNUS,5,"$58,150",Profiller,ALÜMİNYUM ALAŞIMLARDAN DİĞER PROFİLLER(B/OYASIZ),,,
DEKART INTERNATIONAL,KAZAKİSTAN,13,"$58,136",Profiller,"12 E2MM AL4B.+ TPV 21ISIL GENL8AEŞME DERZ 2 PRO. /SİYAH,ZEMİN DİL.P.W:50MM H:30MM (ALÜ.+GALVANİZLİ ÇELİK),TAM +SIZDIRMAZ ZEMİN PRO.W:100MM H:70MM SİYAH F. | 200E2 MM D4BUVAR-TA21VAN KAPAK8A PROFİLİ,2 KAP. ALTI ZEMİN PRO.W:50MM H:50MM SİYAH F.,KAP. ALTI ZEMİN KÖŞE PRO+.W: 50MM H:50MM SİYAH F. | KAP. ALTI ZEMİN PRO.W:100MM H:17MM SİYAH/ F. | TAME2 SIZD4BIRMAZ Z21EMİN PRO8A.KANAT FİT2 İLSİZ W:150MM H:7,KAP. ÜSTÜ ZEMİN PRO.W:50MM SİYAH F.,KAP. ALTI EKO. ZEMİN PRO.W:50MM H:43MM,150 MM DUVAR-TAVAN KAPAK PROFİLİ,PASPAS ANA GÖVDE PROFİLİ DELİKSİZ/LBOY:3",,,
CLICKLAD USA INC,BIRLEŞIK DEVLETLER,2,"$58,120",Profiller,ALÜMİNYUM }PROFİL,"info@clicklad.com, info@clickladalbania.com","https://clicklad.com/, https://clickladalbania.com/","+1 (213) 884-5748, +355 69 60 10 324"
GLASSIFYNY,BIRLEŞIK DEVLETLER,2,"$58,112",,,,,
GMAL GANEM,İSRAİL,1,"$58,083",İçi boş profiller,,,,
ENERGETICA INDUSTRIES GMBH,AVUSTURYA,1,"$58,041",Profiller,ALÜMİNYUM PROFİL PRE-S,office@energetica.at,"https://www.energetica.at/en/, https://www.energetica-pv.com","+43421593056, +43463225000"
SOLARCELL HUNGARY KFT,MACARİSTAN,2,"$58,011",İçi boş profiller,AG BALKON CAMLAMA PROFİL VE AKSESUARLARI/ ( ALUMINYUM PROFIL) | AG BALKON CAMLAMA PROFİL VE AKSESUARLARI/ ALÜM.PROFİL,,,
AALAM ALBEHAR,İSRAİL,2,"$57,992",Profiller | İçi boş profiller,ALUMINYUM PROFIL | ALÜMİNYUM PROFİL ( B-OYASIZ ) | GIYOTİN ACCESUARY SET | PALMERA ACCESSORY SET*PALMERA ACCESSORY /SET | SLIDING SYTEM ACCESUARY SET*SLIDING SYTE/M ACCESUARY SET | WİNTERGAREN ACS.,,,
STAKLO ZORIC D.O.O.,SIRBİSTAN,11,"$57,914",Profiller,ALÜMİNYUM }PROFİL,"dpo@alumil.com, info@staklozoric.com","https://www.alumil.com/greece/en/support/find-a-fabricator/staklo-zoric-doo, https://www.privredni-imenik.com/Imenik/Print/STAKLO-ZORIĆ-65060","00381112106435, 02541087334, +302106298100, 3883466852, 02106298100, +302341079300, 0038111210643, 02341079300, +302313011000, +302541087334, 0113164790, 381113164790"
REKLAM INVEST GROUP,KAZAKİSTAN,1,"$57,893",Profiller,MUHTELİF ALÜMİNYUM P-ROFİL (900 BAĞ),,,
CICO COMPANY,IRAK,2,"$57,875",Profiller,KENAR L PROFİL 3MT R-AL9005,,,
N.T.SH REX-AL,KOSOVA,1,"$57,873",Profiller | İçi boş profiller,"000E23*AL�4B�MİNYU21M PROFİL8A RENKLİ BO2 YALI,0007*ALÜMİNYUM PROFİL RENKLİ  ELOKSALLI,0006*ALÜMİNYUM PROFİL NA+TUREL PARLAK","service@nbd.ltd, rexal_rachel@163.com, alurexal@126.com, plsinternational@gmail.com, rexal_taylor@163.com, alurexalppr@gmail.com, info.ks@nelt.com","https://www.eximpedia.app/companies/n-t-sh-rex-al/17901029, https://rocketreach.co/teb-sha-profile_b5f1890ff42d35bf, https://www.nelt.com/en/contact/kosovo/, http://www.alu-rexal.com/en/contact-us/","0951705239576, 2095170523, +38338230123, 0421000000, 0701324008243, 0708373374976, 0718602024141, 0721955789619, 0725057477427, 3240082433, 3733749762, 2195578961, 2505747742, 256700411698, 21671498211, 256393276738, 8675782124877"
CROWN 730 INVEST LLC,BIRLEŞIK DEVLETLER,5,"$57,854",Profiller,GH.PROFIL.0020*PROFIL KANAL SIVA ALTI MIKNATIS SİSTEMİ,,,
ALSHURAKA COMPANY,LİBYA,4,"$57,847",Profiller,KULLANILMIŞ ALÜMİNYU-M PROFİLO,-alshuraka@yahoo.com,,00218912189560
STORENMATERIAL AG,İSVİÇRE,7,"$57,748",Profiller,,,,
ALTHURAYA COMPANY FOR BUILDING MATERIALS,LİBYA,5,"$57,722",Profiller,"BG50 DİLATASYON BAĞL-ANTISI 96 MM-20079 | PREE2S PRO4BFİL,Ö21ZEL RENKL8Aİ TOZ BOYA2 LI ALM.PROFİL,ÖZEL RENKLİ ALM.ISI YAL.PROFİL,MAT SİYAH 20 MİCRON ELO+KSALLI PROFİL (BM6) | PRES PROFİ}L | ÖZEL RENKLİ ALM.ISI -YAL.PROFİL | ÖZEL RENKLİ TOZ BOYA-LI ALM.PROFİL",,,"0865506307982, 5086550630"
BAUFIT D.O.O,FRANSA,7,"$57,693",İçi boş profiller,ALM.PROFIL BOYA // BEYAZ BOYALI / RAL914/5-P10 / İBA PE58AT 9016 189GLX | ALM.PROFIL ELOKSAL //  / AK-P5  PARLAK N/ATUREL // AK-P5 // 10 MİK,,,
TECHNOLUM TRAVAUX,FAS,1,"$57,693",İçi boş profiller,,,,
MERITON MURATAJ MRTM SH.P.K,KOSOVA,54,"$57,678",Profiller,,,,
